id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
433,Female,50,1,28,1,1-2 Year,No,58308,26,178,0
434,Male,26,1,15,0,1-2 Year,Yes,33460,154,184,0
435,Male,35,1,41,0,1-2 Year,Yes,2630,163,150,0
436,Female,21,1,28,1,< 1 Year,No,2630,152,294,0
437,Male,56,1,41,0,> 2 Years,Yes,34844,26,191,1
438,Female,61,1,4,1,1-2 Year,No,25992,124,63,0
439,Male,22,1,6,1,< 1 Year,No,2630,152,257,0
440,Male,28,1,18,1,< 1 Year,No,29658,152,57,0
441,Female,60,1,3,1,1-2 Year,No,2630,19,169,0
442,Male,45,1,9,1,1-2 Year,No,28362,124,200,0
443,Male,22,1,41,1,< 1 Year,No,44334,152,215,0
444,Male,27,1,11,1,< 1 Year,No,32600,153,156,0
445,Male,43,1,28,1,1-2 Year,No,27235,26,244,0
446,Male,32,1,28,0,1-2 Year,Yes,52443,124,222,1
447,Female,21,1,47,0,< 1 Year,Yes,38043,152,131,0
448,Male,37,1,45,0,1-2 Year,Yes,2630,157,261,1
449,Male,37,1,41,0,1-2 Year,Yes,2630,157,140,0
450,Male,43,1,28,0,1-2 Year,Yes,42349,124,112,0
451,Female,60,1,18,1,1-2 Year,No,29922,26,135,0
452,Male,24,1,8,1,< 1 Year,No,69282,152,243,0
453,Female,35,1,1,1,1-2 Year,No,2630,152,102,0
454,Male,77,1,8,1,1-2 Year,No,38691,7,21,0
455,Female,55,1,28,1,1-2 Year,No,40650,3,148,0
456,Female,21,1,28,0,< 1 Year,Yes,35435,160,160,0
457,Male,45,1,46,1,1-2 Year,No,18314,90,113,0
458,Female,27,1,42,1,< 1 Year,No,37887,152,135,0
459,Male,46,1,28,0,1-2 Year,Yes,36710,26,266,0
460,Female,28,1,2,1,< 1 Year,No,19555,152,13,0
461,Female,42,1,8,0,1-2 Year,Yes,36589,26,233,1
462,Female,22,1,11,1,< 1 Year,No,42658,152,88,0
463,Male,40,1,28,0,1-2 Year,Yes,68718,124,256,0
464,Male,27,1,28,1,< 1 Year,No,44820,152,273,0
465,Female,52,1,48,0,1-2 Year,No,2630,7,205,0
466,Male,52,1,28,0,1-2 Year,Yes,38263,26,193,1
467,Female,25,1,14,1,< 1 Year,No,25161,152,56,0
468,Male,23,1,10,1,< 1 Year,No,24540,152,147,0
469,Female,52,1,46,0,1-2 Year,Yes,41106,124,86,0
470,Female,47,1,28,0,1-2 Year,Yes,45193,26,58,0
471,Male,43,1,9,0,1-2 Year,Yes,29441,124,40,0
472,Male,22,1,6,0,1-2 Year,Yes,23458,124,59,0
473,Female,20,1,15,0,< 1 Year,Yes,30974,160,28,0
474,Male,57,1,28,0,1-2 Year,Yes,35308,26,269,1
475,Male,68,1,28,0,1-2 Year,Yes,52619,124,254,0
476,Male,60,1,28,0,1-2 Year,No,38353,26,202,0
477,Male,27,1,28,1,< 1 Year,No,31308,152,37,0
478,Female,40,1,28,0,1-2 Year,Yes,83826,124,214,0
479,Male,32,1,8,1,1-2 Year,No,37506,26,97,0
480,Male,24,1,36,0,< 1 Year,No,33981,152,95,1
481,Female,36,1,28,0,1-2 Year,Yes,47144,124,221,0
482,Female,44,1,28,0,1-2 Year,Yes,40585,124,286,0
483,Female,42,1,50,1,1-2 Year,No,36647,8,272,0
484,Male,27,1,3,0,< 1 Year,Yes,39788,154,244,0
485,Female,24,1,16,0,< 1 Year,Yes,2630,160,141,0
486,Male,34,1,28,0,1-2 Year,Yes,26838,124,102,0
487,Female,50,1,47,1,1-2 Year,No,33260,152,43,0
488,Female,63,1,28,0,1-2 Year,Yes,38285,124,156,0
489,Female,46,1,35,0,1-2 Year,Yes,41050,26,100,0
490,Female,23,1,42,0,< 1 Year,Yes,31111,151,204,0
491,Male,52,1,38,0,1-2 Year,Yes,2630,157,192,0
492,Female,23,1,8,1,< 1 Year,No,2630,152,196,0
493,Female,24,1,12,1,< 1 Year,No,35788,152,156,0
494,Female,45,1,33,0,1-2 Year,Yes,33546,26,43,0
495,Male,25,1,10,1,< 1 Year,No,22134,26,290,0
496,Male,23,1,46,1,< 1 Year,No,2630,26,36,0
497,Female,22,1,11,1,1-2 Year,Yes,2630,156,292,0
498,Female,67,1,28,0,1-2 Year,Yes,23926,13,178,0
499,Male,50,1,28,0,1-2 Year,Yes,26188,163,156,1
500,Male,69,1,28,0,1-2 Year,Yes,39141,124,230,0
501,Female,47,1,0,1,1-2 Year,No,2630,22,90,0
502,Female,35,1,30,0,1-2 Year,Yes,2630,124,21,0
503,Female,22,1,36,1,< 1 Year,No,60180,160,262,0
504,Male,27,1,28,1,< 1 Year,No,31312,152,244,0
505,Male,70,1,28,0,1-2 Year,No,34274,124,209,0
506,Female,23,1,8,1,< 1 Year,No,47447,152,75,0
507,Female,28,1,7,0,1-2 Year,No,42488,154,134,0
508,Female,29,1,28,1,< 1 Year,No,43943,152,265,0
509,Male,23,1,41,1,< 1 Year,No,36082,152,99,0
510,Female,26,1,6,1,< 1 Year,No,19609,152,183,0
511,Male,21,1,46,1,< 1 Year,No,28526,160,182,0
512,Female,46,1,8,0,1-2 Year,Yes,55769,26,129,0
513,Male,56,1,7,1,1-2 Year,No,2630,124,53,0
514,Male,52,1,41,0,1-2 Year,Yes,28554,157,232,0
515,Male,36,1,8,0,1-2 Year,Yes,33392,26,22,0
516,Female,20,1,35,0,< 1 Year,Yes,24353,160,40,0
517,Male,24,1,2,1,< 1 Year,No,34053,152,237,0
518,Female,78,1,33,0,1-2 Year,Yes,37009,124,180,0
519,Female,52,1,28,1,1-2 Year,No,33814,124,171,0
520,Female,23,1,41,1,< 1 Year,No,48085,152,65,0
521,Male,22,1,37,1,< 1 Year,No,34261,152,79,0
522,Female,32,1,33,0,< 1 Year,Yes,28643,152,239,0
523,Male,72,1,3,0,1-2 Year,No,25072,157,258,0
524,Male,71,1,11,0,1-2 Year,Yes,36907,124,148,1
525,Male,25,1,8,1,< 1 Year,No,33970,152,204,0
526,Female,54,1,30,0,1-2 Year,Yes,27954,152,77,0
527,Male,46,1,28,1,1-2 Year,No,59801,26,29,0
528,Male,58,1,28,0,1-2 Year,Yes,33029,26,82,0
529,Female,20,1,45,0,< 1 Year,Yes,24194,160,250,0
530,Female,25,1,8,1,< 1 Year,No,34507,152,143,0
531,Male,37,1,46,0,1-2 Year,Yes,33672,11,107,0
532,Male,46,1,43,0,1-2 Year,Yes,2630,30,137,0
533,Female,80,1,28,1,1-2 Year,No,29426,124,126,0
534,Female,50,1,48,0,1-2 Year,Yes,2630,26,56,0
535,Male,42,1,15,0,1-2 Year,Yes,2630,157,138,1
536,Female,22,1,29,1,< 1 Year,No,29268,152,115,0
537,Female,25,1,11,1,< 1 Year,No,40789,152,61,0
538,Male,21,1,46,0,< 1 Year,Yes,29460,152,228,1
539,Male,50,1,11,0,1-2 Year,Yes,21233,124,116,0
540,Female,60,1,47,0,1-2 Year,Yes,18740,124,228,0
541,Male,25,1,35,1,< 1 Year,No,26461,152,34,0
542,Male,45,1,41,0,1-2 Year,Yes,40077,12,158,0
543,Female,37,1,35,1,1-2 Year,No,2630,156,76,0
544,Female,47,1,28,0,1-2 Year,Yes,66890,26,33,1
545,Male,44,1,28,0,1-2 Year,Yes,41886,124,35,1
546,Male,40,1,29,1,1-2 Year,No,28934,124,112,0
547,Female,69,1,50,0,1-2 Year,Yes,37463,8,223,0
548,Female,38,1,28,0,1-2 Year,Yes,39000,26,204,1
549,Male,55,1,28,1,1-2 Year,No,45666,26,83,0
550,Male,37,1,5,1,1-2 Year,No,28949,151,105,0
551,Female,20,1,46,1,< 1 Year,No,25709,160,179,0
552,Male,48,1,28,1,1-2 Year,No,40405,26,14,0
553,Female,44,1,45,0,> 2 Years,Yes,2630,26,272,1
554,Female,41,1,37,0,1-2 Year,Yes,30200,124,147,0
555,Male,38,1,28,0,1-2 Year,Yes,29334,124,94,0
556,Female,23,1,28,1,< 1 Year,No,33023,155,90,0
557,Male,64,1,28,0,> 2 Years,Yes,309867,26,226,1
558,Male,51,1,28,1,1-2 Year,No,60286,26,161,0
559,Male,62,1,28,0,> 2 Years,Yes,38805,26,250,1
560,Female,22,1,28,0,< 1 Year,Yes,22992,152,272,0
561,Male,50,1,29,1,1-2 Year,No,38583,26,144,0
562,Female,37,1,46,1,1-2 Year,No,25677,124,12,0
563,Male,23,1,30,1,< 1 Year,No,24912,152,66,0
564,Male,69,1,28,1,1-2 Year,No,61660,124,218,0
565,Male,30,1,18,0,< 1 Year,Yes,25505,152,149,0
566,Male,57,1,11,0,1-2 Year,Yes,32829,26,36,0
567,Male,35,1,38,0,1-2 Year,No,2630,156,107,0
568,Male,23,1,36,0,< 1 Year,Yes,21443,152,38,0
569,Male,23,1,8,0,< 1 Year,No,39523,160,102,0
570,Male,22,1,46,1,< 1 Year,No,37679,152,58,0
571,Male,44,1,28,0,1-2 Year,Yes,63448,124,118,0
572,Male,29,1,35,1,< 1 Year,No,28558,152,278,0
573,Female,24,1,33,1,< 1 Year,Yes,2630,160,48,0
574,Female,61,1,46,1,1-2 Year,No,27697,29,269,0
575,Female,50,1,41,0,1-2 Year,Yes,41806,124,229,1
576,Female,41,1,28,0,1-2 Year,Yes,56548,26,188,0
577,Male,23,1,3,1,< 1 Year,No,25297,160,299,0
578,Male,25,1,21,1,< 1 Year,No,28897,152,239,0
579,Male,45,1,33,0,1-2 Year,Yes,2630,124,38,0
580,Female,22,1,6,1,< 1 Year,No,39942,152,159,0
581,Male,20,1,33,1,< 1 Year,No,2630,160,196,0
582,Female,45,1,20,1,1-2 Year,No,2630,26,88,0
583,Male,44,1,28,0,1-2 Year,Yes,39531,26,291,1
584,Male,51,1,35,0,1-2 Year,No,26921,124,87,0
585,Male,59,1,28,1,1-2 Year,No,24586,26,257,0
586,Female,22,1,30,0,< 1 Year,Yes,30338,152,70,0
587,Female,21,1,17,1,< 1 Year,No,30241,152,76,0
588,Female,41,1,28,1,1-2 Year,No,28899,122,29,0
589,Male,26,1,28,1,< 1 Year,No,40430,152,203,0
590,Female,26,1,28,0,< 1 Year,Yes,49576,152,205,0
591,Male,39,1,50,1,1-2 Year,No,51362,8,32,0
592,Female,28,1,41,1,< 1 Year,No,20978,152,254,0
593,Male,46,1,28,1,1-2 Year,No,27544,124,194,0
594,Male,46,1,28,0,1-2 Year,Yes,24440,124,144,0
595,Female,42,1,47,0,1-2 Year,No,35625,124,237,0
596,Female,45,1,28,1,1-2 Year,No,39430,124,254,0
597,Female,32,1,30,1,< 1 Year,No,25979,152,219,0
598,Female,39,1,21,0,1-2 Year,Yes,21104,152,47,0
599,Female,23,1,6,1,< 1 Year,No,24730,152,295,0
600,Female,65,1,28,1,1-2 Year,No,65042,122,45,0
601,Female,74,1,38,0,1-2 Year,Yes,22956,26,236,1
602,Male,64,1,29,0,1-2 Year,Yes,38695,160,75,0
603,Male,63,1,8,0,1-2 Year,Yes,47819,124,39,0
604,Female,37,1,18,0,1-2 Year,No,24220,124,127,1
605,Female,28,1,33,1,< 1 Year,No,25462,152,96,0
606,Male,53,1,37,1,1-2 Year,No,2630,26,217,0
607,Female,56,1,8,1,1-2 Year,No,42513,152,156,0
608,Male,41,1,28,0,1-2 Year,Yes,26089,124,200,0
609,Female,29,1,8,1,< 1 Year,No,42049,152,172,0
610,Male,44,1,28,1,1-2 Year,No,50030,124,196,0
611,Male,23,1,7,1,< 1 Year,No,38463,26,11,0
612,Female,27,1,36,1,1-2 Year,No,2630,26,232,0
613,Male,62,1,48,0,> 2 Years,Yes,2630,157,291,1
614,Female,54,1,28,1,1-2 Year,No,41242,13,118,0
615,Male,37,1,36,0,1-2 Year,Yes,2630,124,274,0
616,Male,39,1,47,0,1-2 Year,Yes,33412,124,193,0
617,Female,26,1,34,1,< 1 Year,No,36027,152,290,0
618,Male,28,1,36,1,< 1 Year,No,29261,152,115,0
619,Male,59,1,28,1,1-2 Year,No,47105,52,291,0
620,Female,27,1,3,1,< 1 Year,No,23710,152,140,0
621,Female,31,1,15,1,< 1 Year,No,37210,152,267,0
622,Male,22,1,30,1,< 1 Year,No,35763,152,281,0
623,Female,52,1,28,0,1-2 Year,Yes,36706,26,97,0
624,Female,38,1,3,0,1-2 Year,Yes,2630,156,108,0
625,Female,66,1,28,0,1-2 Year,Yes,37419,124,143,0
626,Male,70,1,7,0,1-2 Year,Yes,2630,124,217,0
627,Male,61,1,8,0,1-2 Year,Yes,39291,124,76,0
628,Female,25,1,45,0,< 1 Year,Yes,27232,152,58,0
629,Male,25,1,33,0,< 1 Year,Yes,61372,152,273,0
630,Male,55,1,41,0,1-2 Year,Yes,39392,26,49,0
631,Female,29,1,28,1,< 1 Year,No,44889,152,130,0
632,Female,25,1,36,1,< 1 Year,No,36418,152,152,0
633,Male,34,1,3,0,1-2 Year,Yes,20340,163,152,1
634,Female,21,1,33,1,< 1 Year,No,30673,160,116,0
635,Male,54,1,28,1,1-2 Year,No,53010,52,281,0
636,Female,27,1,31,1,< 1 Year,No,2630,152,236,0
637,Male,21,1,43,0,< 1 Year,Yes,2630,159,196,0
638,Female,23,1,17,1,< 1 Year,No,31169,152,260,0
639,Male,51,1,10,0,> 2 Years,Yes,2630,26,76,0
640,Female,26,1,22,1,< 1 Year,No,29004,152,46,0
641,Female,22,1,8,1,< 1 Year,No,36237,152,154,0
642,Female,50,1,13,0,1-2 Year,Yes,30029,156,167,0
643,Male,55,1,28,0,1-2 Year,Yes,30552,124,59,0
644,Male,41,1,28,1,1-2 Year,No,33505,13,150,0
645,Female,23,1,3,1,< 1 Year,No,17805,152,62,0
646,Female,33,1,28,0,< 1 Year,Yes,2630,124,208,1
647,Female,24,1,15,0,< 1 Year,Yes,28555,152,236,1
648,Female,22,1,4,1,< 1 Year,No,2630,160,32,0
649,Male,37,1,40,0,1-2 Year,Yes,29292,124,49,0
650,Male,66,1,43,1,1-2 Year,No,34078,124,130,0
651,Female,72,1,28,1,1-2 Year,No,38702,139,81,0
652,Male,77,1,28,0,1-2 Year,No,45440,26,191,0
653,Male,64,1,19,0,1-2 Year,Yes,25286,26,224,0
654,Male,42,1,37,1,1-2 Year,No,43340,26,210,0
655,Female,32,1,15,0,< 1 Year,No,33481,152,282,0
656,Female,71,1,50,0,1-2 Year,Yes,36938,25,77,0
657,Female,43,1,45,0,1-2 Year,Yes,2630,157,129,0
658,Male,33,1,28,1,1-2 Year,No,36864,124,114,0
659,Female,37,1,30,1,1-2 Year,No,2630,152,291,0
660,Male,40,1,28,0,1-2 Year,Yes,37841,124,114,0
661,Female,63,1,46,0,1-2 Year,Yes,22941,122,298,0
662,Female,78,1,8,0,1-2 Year,Yes,2630,25,248,0
663,Male,26,1,2,0,1-2 Year,Yes,37604,124,132,0
664,Female,22,1,15,0,< 1 Year,Yes,27919,152,246,0
665,Female,22,1,36,0,< 1 Year,Yes,33633,152,268,0
666,Male,24,1,41,0,< 1 Year,Yes,47413,152,98,0
667,Female,22,1,29,0,< 1 Year,Yes,50256,152,11,0
668,Male,22,1,30,1,< 1 Year,No,38654,152,60,0
669,Male,26,1,28,1,< 1 Year,No,36086,152,47,0
670,Male,77,1,26,0,> 2 Years,Yes,44933,22,74,1
671,Male,58,1,28,0,1-2 Year,Yes,38279,124,187,1
672,Male,71,1,8,1,1-2 Year,No,53067,26,275,0
673,Male,20,1,21,0,1-2 Year,Yes,2630,163,289,0
674,Female,54,1,28,0,1-2 Year,Yes,27093,26,291,0
675,Male,27,1,8,1,< 1 Year,No,30645,152,201,0
676,Male,24,1,41,1,< 1 Year,No,40106,152,141,0
677,Female,25,1,8,1,< 1 Year,No,33748,160,80,0
678,Male,35,1,30,0,1-2 Year,No,2630,156,282,0
679,Male,30,1,15,0,< 1 Year,Yes,22529,152,93,0
680,Male,25,1,3,0,< 1 Year,Yes,26971,160,267,0
681,Female,49,1,48,1,1-2 Year,No,2630,124,275,0
682,Male,59,1,11,0,1-2 Year,Yes,36786,26,254,0
683,Male,33,1,8,1,< 1 Year,No,29436,152,166,0
684,Male,69,1,28,0,1-2 Year,Yes,40642,124,185,1
685,Female,21,1,46,1,< 1 Year,No,32546,160,176,0
686,Female,47,1,46,0,1-2 Year,Yes,30492,10,268,1
687,Female,22,1,41,1,< 1 Year,No,29757,152,298,0
688,Female,50,1,28,0,1-2 Year,Yes,46889,26,162,0
689,Female,21,1,8,0,< 1 Year,Yes,46456,160,58,0
690,Male,25,1,3,1,< 1 Year,No,35334,152,178,0
691,Female,59,1,40,0,1-2 Year,Yes,39501,26,80,0
692,Male,22,1,37,0,< 1 Year,Yes,33994,152,14,0
693,Male,44,1,47,0,1-2 Year,Yes,29114,26,229,0
694,Female,22,1,47,0,< 1 Year,No,33149,152,149,0
695,Female,22,1,26,1,< 1 Year,No,25512,160,136,0
696,Male,47,1,34,0,1-2 Year,Yes,2630,124,46,0
697,Female,23,1,29,1,< 1 Year,No,38888,152,261,0
698,Male,40,1,28,0,1-2 Year,Yes,38456,26,73,0
699,Male,38,1,27,0,1-2 Year,Yes,2630,156,264,0
700,Male,45,1,28,0,1-2 Year,Yes,37627,124,160,0
701,Female,59,1,28,1,1-2 Year,No,54895,124,294,0
702,Male,22,1,8,1,< 1 Year,No,60012,160,202,0
703,Female,24,1,33,1,< 1 Year,No,23935,152,17,0
704,Male,33,1,15,0,< 1 Year,Yes,2630,152,61,0
705,Female,55,1,28,1,1-2 Year,No,47224,122,21,0
706,Male,43,1,41,0,1-2 Year,Yes,32599,124,196,0
707,Female,26,1,27,1,< 1 Year,No,2630,152,40,0
708,Male,29,1,28,0,< 1 Year,No,32337,152,47,0
709,Male,31,1,28,0,< 1 Year,Yes,49872,124,252,0
710,Male,62,1,28,0,1-2 Year,Yes,58168,122,18,0
711,Female,22,1,30,1,< 1 Year,No,28141,152,245,0
712,Female,24,1,35,1,< 1 Year,No,25484,152,295,0
713,Male,43,1,46,0,1-2 Year,Yes,31551,124,19,1
714,Female,26,1,28,1,< 1 Year,No,34016,152,18,0
715,Male,68,1,28,1,1-2 Year,No,45349,125,149,0
716,Male,37,1,41,0,1-2 Year,Yes,25682,157,61,0
717,Male,21,1,21,0,< 1 Year,Yes,2630,163,118,0
718,Female,34,1,8,0,> 2 Years,Yes,72017,26,15,0
719,Female,20,1,3,0,< 1 Year,No,39434,160,264,0
720,Female,47,1,29,1,1-2 Year,No,27036,124,29,0
721,Male,20,1,25,1,< 1 Year,No,25818,160,211,0
722,Male,22,1,45,1,< 1 Year,No,30463,152,211,0
723,Male,22,1,47,1,< 1 Year,No,42817,152,268,0
724,Male,24,1,8,1,< 1 Year,No,36851,152,241,0
725,Female,53,1,20,0,1-2 Year,Yes,2630,124,254,0
726,Female,25,1,23,1,< 1 Year,No,29032,152,206,0
727,Male,35,1,18,0,1-2 Year,Yes,2630,156,241,1
728,Male,25,1,12,1,< 1 Year,No,39286,152,147,0
729,Male,69,1,47,1,1-2 Year,Yes,29437,26,178,0
730,Male,65,1,28,1,1-2 Year,No,38182,26,142,0
731,Female,29,1,28,0,< 1 Year,Yes,47221,152,80,0
732,Female,21,1,47,0,1-2 Year,Yes,35635,124,136,0
733,Female,26,1,50,0,< 1 Year,Yes,35389,152,187,0
734,Male,76,1,24,1,1-2 Year,No,31755,124,60,0
735,Female,71,1,28,1,1-2 Year,No,24397,26,233,0
736,Male,50,1,43,1,1-2 Year,No,33245,26,60,0
737,Male,54,1,35,1,1-2 Year,No,43421,10,112,0
738,Female,24,1,12,1,< 1 Year,No,39447,152,67,0
739,Female,75,1,8,0,> 2 Years,Yes,2630,157,70,0
740,Female,28,1,28,0,< 1 Year,Yes,47668,156,151,1
741,Male,25,1,41,1,< 1 Year,No,31165,152,122,0
742,Female,23,1,11,1,< 1 Year,No,26924,152,22,0
743,Female,61,1,28,0,1-2 Year,Yes,30360,26,81,0
744,Male,43,1,28,0,1-2 Year,No,39149,26,229,0
745,Female,60,1,28,1,1-2 Year,No,39770,26,297,0
746,Male,29,1,28,0,< 1 Year,Yes,45432,26,149,0
747,Male,26,1,47,0,< 1 Year,Yes,30295,152,178,1
748,Female,23,1,11,1,< 1 Year,No,18048,152,139,0
749,Female,26,1,34,1,< 1 Year,No,2630,152,95,0
750,Male,39,1,50,1,1-2 Year,No,35633,124,163,0
751,Female,68,1,8,1,1-2 Year,No,64232,124,257,0
752,Male,38,1,25,0,1-2 Year,Yes,27570,157,274,1
753,Male,76,1,28,1,1-2 Year,No,48950,26,282,0
754,Female,37,1,11,0,1-2 Year,Yes,39903,124,99,1
755,Male,32,1,50,1,< 1 Year,No,27218,152,115,0
756,Male,62,1,28,0,1-2 Year,Yes,33799,124,273,0
757,Female,26,1,31,0,< 1 Year,Yes,2630,152,76,0
758,Male,45,1,29,0,1-2 Year,Yes,2630,26,247,0
759,Male,24,1,28,0,< 1 Year,Yes,32855,152,117,0
760,Female,31,1,8,0,1-2 Year,Yes,2630,124,288,1
761,Male,24,1,28,0,< 1 Year,Yes,2630,152,44,0
762,Female,42,1,18,1,1-2 Year,No,23498,154,247,0
763,Male,77,1,28,0,1-2 Year,Yes,2630,26,159,0
764,Male,42,1,28,0,1-2 Year,Yes,43684,124,131,0
765,Female,54,1,41,1,1-2 Year,No,42483,116,213,0
766,Female,49,1,6,1,1-2 Year,No,26067,152,113,0
767,Male,51,1,28,0,1-2 Year,Yes,36984,122,219,0
768,Female,51,1,28,0,1-2 Year,Yes,27877,124,107,0
769,Female,43,1,50,0,1-2 Year,Yes,2630,124,49,0
770,Male,54,1,48,0,> 2 Years,Yes,2630,124,293,0
771,Female,74,1,41,0,1-2 Year,Yes,2630,26,249,0
772,Male,64,1,28,0,1-2 Year,Yes,2630,124,136,1
773,Female,20,1,30,0,< 1 Year,No,33090,156,165,0
774,Female,25,1,28,1,< 1 Year,No,35094,152,262,0
775,Female,24,1,45,1,< 1 Year,No,28657,151,51,0
776,Male,25,1,7,1,< 1 Year,No,41672,152,48,0
777,Female,23,1,14,1,< 1 Year,No,17102,152,66,0
778,Male,33,1,28,0,< 1 Year,Yes,42726,122,248,0
779,Male,55,1,28,0,1-2 Year,Yes,41795,124,78,0
780,Female,25,1,11,1,< 1 Year,No,29720,152,18,0
781,Male,26,1,41,1,< 1 Year,No,27683,152,130,0
782,Female,37,1,30,0,1-2 Year,Yes,2630,156,271,0
783,Male,51,1,28,0,1-2 Year,Yes,36835,26,60,1
784,Male,46,1,39,0,1-2 Year,Yes,26702,124,198,0
785,Male,49,1,25,0,1-2 Year,Yes,25675,124,107,0
786,Female,32,1,16,0,1-2 Year,Yes,23227,26,119,0
787,Female,70,1,28,0,1-2 Year,Yes,30427,24,65,0
788,Female,30,1,21,1,< 1 Year,No,30139,152,145,0
789,Female,24,1,17,0,< 1 Year,No,42986,152,297,0
790,Male,54,1,41,0,1-2 Year,No,23755,26,200,1
791,Male,48,1,14,0,1-2 Year,Yes,35242,124,277,0
792,Male,29,1,28,0,< 1 Year,No,23292,152,209,0
793,Male,59,1,50,1,1-2 Year,No,33871,26,297,0
794,Male,52,1,28,0,1-2 Year,Yes,54286,124,76,1
795,Male,75,1,28,0,1-2 Year,No,44195,55,231,0
796,Female,25,1,29,1,< 1 Year,No,30155,152,156,0
797,Male,43,1,33,0,1-2 Year,Yes,27021,163,33,1
798,Female,25,1,36,0,< 1 Year,No,34468,152,220,0
799,Female,22,1,8,0,< 1 Year,No,2630,160,67,0
800,Female,25,1,21,1,< 1 Year,No,27213,152,208,0
801,Male,23,1,45,1,< 1 Year,No,23629,152,192,0
802,Female,55,1,41,0,> 2 Years,Yes,27368,26,236,1
803,Male,50,1,3,0,1-2 Year,Yes,41943,156,169,1
804,Male,37,1,48,0,1-2 Year,Yes,2630,26,59,0
805,Female,50,1,28,0,1-2 Year,Yes,40362,26,271,0
806,Female,29,1,29,1,< 1 Year,No,38374,152,204,0
807,Male,22,1,41,0,< 1 Year,Yes,37042,124,253,0
808,Female,25,1,47,0,< 1 Year,Yes,2630,152,167,1
809,Male,53,1,50,0,1-2 Year,Yes,2630,156,118,0
810,Male,22,1,45,0,1-2 Year,Yes,38811,26,229,0
811,Male,47,1,3,1,1-2 Year,No,20704,124,181,0
812,Male,50,1,43,0,1-2 Year,No,2630,124,276,0
813,Female,26,1,28,1,< 1 Year,No,39613,152,55,0
814,Female,71,1,28,0,1-2 Year,Yes,2630,26,287,0
815,Female,22,1,8,0,< 1 Year,No,29255,152,80,0
816,Male,25,1,10,1,< 1 Year,No,36880,152,255,0
817,Male,39,1,13,0,1-2 Year,Yes,31086,25,142,1
818,Female,70,1,8,0,1-2 Year,Yes,27735,26,202,0
819,Female,25,1,15,1,< 1 Year,No,30553,152,202,0
820,Male,37,1,13,0,1-2 Year,Yes,23790,124,89,0
821,Male,58,1,17,1,1-2 Year,No,2630,124,33,0
822,Female,35,1,48,0,1-2 Year,Yes,2630,15,225,0
823,Male,59,1,29,1,1-2 Year,No,31108,124,158,0
824,Male,72,1,50,1,1-2 Year,Yes,2630,18,271,0
825,Male,24,1,28,1,< 1 Year,No,37655,151,204,0
826,Female,25,1,41,1,< 1 Year,No,31066,152,226,0
827,Female,36,1,0,0,1-2 Year,Yes,2630,124,52,1
828,Female,39,1,14,1,1-2 Year,No,25762,152,78,0
829,Female,66,1,21,0,1-2 Year,Yes,33889,26,166,0
830,Female,41,1,46,1,1-2 Year,Yes,23920,124,229,0
831,Male,67,1,28,0,1-2 Year,No,33311,26,72,0
832,Female,58,1,28,0,1-2 Year,Yes,52807,124,254,0
833,Female,26,1,28,1,< 1 Year,No,28554,152,22,0
834,Female,24,1,8,1,< 1 Year,No,33163,152,124,0
835,Female,22,1,8,1,< 1 Year,No,48091,26,74,0
836,Female,21,1,15,0,< 1 Year,Yes,46798,160,97,0
837,Female,21,1,46,0,< 1 Year,Yes,2630,152,156,0
838,Male,40,1,28,0,1-2 Year,Yes,36332,124,171,0
839,Female,42,1,30,1,1-2 Year,No,29469,26,61,0
840,Female,42,1,28,1,1-2 Year,No,64526,26,298,0
841,Male,22,1,30,0,< 1 Year,Yes,22268,152,190,0
842,Female,49,1,46,0,1-2 Year,Yes,28288,124,175,0
843,Male,20,1,50,0,< 1 Year,Yes,12867,160,61,0
844,Male,27,1,12,1,< 1 Year,No,16773,152,25,0
845,Male,43,1,35,0,1-2 Year,Yes,27836,124,152,0
846,Male,60,1,48,0,1-2 Year,Yes,2630,124,241,0
847,Male,23,1,16,1,< 1 Year,Yes,22315,152,293,0
848,Female,41,1,3,1,1-2 Year,No,24149,124,41,0
849,Male,62,1,8,0,1-2 Year,Yes,39510,7,200,0
850,Male,21,1,12,1,< 1 Year,No,2630,160,115,0
851,Male,25,1,17,0,< 1 Year,No,38099,152,134,0
852,Female,23,1,43,0,1-2 Year,No,32710,156,63,0
853,Male,39,1,33,1,1-2 Year,No,26404,124,103,0
854,Male,45,1,28,0,1-2 Year,Yes,2630,26,71,0
855,Female,74,1,28,1,1-2 Year,No,32940,124,278,0
856,Female,50,1,41,0,1-2 Year,Yes,32871,124,95,1
857,Male,61,1,36,0,1-2 Year,Yes,2630,26,56,1
858,Female,27,1,8,1,< 1 Year,No,42126,152,217,0
859,Female,22,1,30,1,< 1 Year,No,33902,152,270,0
860,Female,48,1,45,1,1-2 Year,No,20975,152,112,0
861,Female,22,1,23,1,< 1 Year,No,2630,152,104,0
862,Male,43,1,28,0,1-2 Year,Yes,29163,124,285,1
863,Female,23,1,36,1,< 1 Year,No,29830,152,99,0
864,Female,30,1,27,1,< 1 Year,No,2630,152,281,0
865,Male,44,1,8,0,1-2 Year,Yes,23660,124,155,1
866,Female,42,1,8,0,1-2 Year,Yes,32987,124,55,1
867,Male,77,1,3,1,1-2 Year,No,33685,26,291,0
